"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test candidate screening flow with multiple question types: MCQ, Audio, Video, and Subjective","17890","candidateMCQScreeningTest","All Test Suite","Sun Jan 04 05:56:23 UTC 2026","passed","Sun Jan 04 05:56:41 UTC 2026","testScripts.CandidateScreeningTest","CandidateScreeningTest","testScripts.CandidateScreeningTest","candidateMCQScreeningTest"
